Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 3.72, 24.47, 16.41, 1.26, -0.66, -4.37
50, 25.21, 0.27, 0.90, -0.54, -2.65, -3.89
100, 16.28, -2.91, 12.24, 0.56, -0.06, -0.63
150, 0.09, -1.68, 8.45, 0.09, 0.08, 0.05
200, 3.68, -2.11, 11.49, 0.03, 0.07, 0.08
250, -2.07, -2.55, 8.26, -0.04, 0.21, 0.15
300, 0.52, -2.03, 10.47, -0.01, 0.14, 0.10
350, -1.89, -2.09, 8.75, -0.04, 0.04, 0.04
400, -0.51, -2.20, 8.67, 0.15, 0.02, -0.02
450, -0.41, -2.16, 9.15, 0.17, 0.26, 0.00
500, -0.34, -2.69, 7.17, 0.34, 0.43, 0.06
550, -4.78, -2.80, 2.04, 0.89, 0.54, -0.08
600, -3.57, -2.15, -7.54, 2.70, -0.30, -0.55
650, 7.16, 6.99, -12.50, 4.37, 0.01, -0.25
700, 5.12, 21.27, 27.76, 4.37, 0.67, 1.43
750, -12.49, 15.78, 29.14, 1.05, -0.00, 0.42
800, 2.42, 7.54, 7.99, -0.14, 0.08, -0.83
850, 4.40, 6.35, 9.87, -0.04, 0.13, 0.46
900, -6.01, 6.59, 6.90, -0.30, 0.11, 0.30
950, -0.33, 5.41, 6.83, -0.19, 0.13, -0.39
