Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -10.36, -2.26, 5.49, -0.06, 0.14, -1.29
50, -7.71, -2.42, 4.49, 0.28, -0.31, -1.53
100, -6.95, -2.38, 7.53, 0.34, -0.21, -1.74
150, -6.55, -2.99, 5.99, 0.16, -0.35, -1.66
200, -6.38, -3.28, 6.65, 0.09, -0.34, -1.86
250, -6.75, -3.70, 4.59, 0.29, -0.10, -2.28
300, -4.67, -3.98, 5.68, 0.64, -0.04, -2.36
350, -6.27, -3.52, 7.36, 0.61, -0.44, -2.22
400, -2.27, -4.35, 4.00, 0.69, -0.70, -2.35
450, 0.11, -4.34, 2.92, 1.31, -0.64, -2.04
500, 3.65, -4.04, 2.00, 2.11, 0.75, -1.79
550, 10.37, -3.03, 2.72, 3.09, 1.41, -0.48
600, 6.51, 2.10, 14.81, 3.14, -0.04, 1.68
650, -6.72, 3.82, 21.72, 1.74, -0.38, 1.96
700, -8.13, 2.14, 17.19, 0.16, 0.53, 0.34
750, -5.28, 0.18, 11.44, -0.43, 0.22, -0.43
800, 0.35, -1.81, 6.64, -0.50, 0.35, -0.36
850, -1.43, -1.70, 7.49, 0.04, -0.13, 0.07
900, -2.35, -0.96, 9.90, 0.08, 0.00, 0.07
950, -3.33, -0.61, 10.91, -0.07, -0.11, -0.03
