Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.47, 1.45, 10.81, 0.24, -0.16, 1.16
50, -15.28, 3.80, 14.45, -0.42, -0.01, 0.21
100, -15.34, 6.39, 14.97, -1.19, -0.27, -1.85
150, -17.28, 8.86, 16.81, -3.12, 0.27, -3.57
200, -5.06, 6.88, -0.48, -2.44, 1.77, -4.37
250, 7.06, -1.57, -2.61, -0.72, 0.46, -4.37
300, 9.49, -3.77, 2.38, 0.33, -0.72, -2.84
350, 3.07, -5.02, 4.16, 0.86, -0.09, -1.45
400, 2.73, -5.22, 1.30, 1.62, 0.13, -1.07
450, 2.58, -3.88, 5.51, 2.32, -0.29, -0.43
500, 4.92, -2.48, 7.77, 2.59, -1.19, -0.06
550, 10.35, -1.25, 12.65, 2.33, -0.66, 0.91
600, 6.16, 0.62, 10.93, 2.00, 0.96, 2.04
650, -3.80, 3.90, 12.40, 1.71, -0.31, 2.52
700, -9.64, 4.62, 20.68, 0.63, 0.17, 1.14
750, -5.62, 1.17, 10.65, -0.53, 0.42, -0.40
800, 1.69, -0.69, 7.71, -0.13, 0.16, -0.35
850, -0.49, 0.01, 9.17, 0.03, -0.07, 0.19
900, -1.67, 0.41, 9.98, 0.01, -0.01, -0.02
950, 0.55, -0.06, 9.34, -0.01, -0.04, -0.10
