Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -2.02, -2.25, 9.27, -0.29, 0.04, 0.48
50, -1.89, -2.24, 7.80, -0.48, -0.35, 1.07
100, -1.81, -2.38, 4.34, -0.08, -0.32, 1.57
150, -3.92, -1.20, 6.07, 0.30, -0.34, 1.79
200, -6.64, 0.28, 5.41, 0.88, 0.09, 1.85
250, -25.11, 4.64, 18.58, 0.50, -0.32, 0.23
300, -21.63, 8.12, 16.67, -1.86, -0.37, -3.61
350, 0.10, 3.15, 2.85, -1.42, 0.86, -4.37
400, 5.01, -1.55, 5.65, -0.87, 0.30, -3.36
450, -2.16, -2.82, 5.86, -0.35, 0.40, -2.56
500, -0.78, -3.38, 4.21, -0.19, -0.27, -2.48
550, 1.88, -4.93, 4.04, 0.45, -0.34, -2.21
600, 2.39, -4.67, 6.65, 0.64, -0.79, -1.42
650, 0.69, -4.87, 6.20, 0.70, -1.19, -1.19
700, 4.52, -5.00, 5.69, 1.07, 0.03, -1.05
750, 7.08, -4.90, 2.71, 1.77, 0.17, -0.13
800, 14.75, -2.94, 5.49, 2.81, 0.89, 1.36
850, -0.47, 3.99, 15.46, 2.30, -0.50, 2.96
900, -14.16, 4.77, 22.16, 0.98, 0.25, 1.35
950, -6.27, 1.15, 14.72, -0.59, 0.33, -0.64
