Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -6.56, -2.66, 7.92, -0.03, -0.04, 0.03
50, -7.03, -3.11, 7.56, -0.16, -0.12, -0.03
100, -10.99, -2.24, 10.34, -0.44, -0.15, -0.33
150, -15.09, -1.05, 9.56, -1.07, -0.76, -1.24
200, -14.03, 0.30, 3.24, -1.71, -2.29, -2.70
250, -4.15, -0.91, -4.84, -0.91, -2.61, -3.62
300, 3.45, -2.39, -7.99, 0.74, -2.18, -3.44
350, 8.18, -1.05, 3.25, 2.85, -1.17, -2.66
400, 5.94, -1.48, 12.67, 2.31, -0.75, -1.58
450, 8.60, -1.67, 15.49, 1.70, -0.50, -1.20
500, 9.54, -2.30, 16.30, 0.54, 0.05, -0.17
550, 2.77, -2.13, 10.86, 0.21, 0.41, 0.34
600, 1.93, -2.60, 8.68, 0.04, 0.09, 0.15
650, 1.99, -2.43, 7.81, 0.27, 0.13, 0.38
700, 1.19, -1.88, 9.72, 0.44, 0.05, 0.26
750, 1.81, -1.35, 12.64, 0.10, 0.07, 0.20
800, 1.02, -1.98, 9.11, -0.10, 0.18, 0.13
850, 4.47, -2.80, 6.05, 0.15, 0.08, 0.31
900, 0.57, -1.35, 10.88, 0.51, 0.10, 0.43
950, -0.43, -1.03, 11.58, 0.10, 0.08, 0.28
