Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.26, -4.25, 7.39, -0.09, -0.01, -0.05
50, -7.15, -4.19, 7.34, -0.02, 0.17, -0.08
100, -11.08, -2.89, 9.79, -0.28, 0.08, -0.83
150, -6.73, -3.84, 5.79, -0.60, 0.04, -1.29
200, -8.65, -3.59, 4.58, -0.32, 0.02, -1.59
250, -6.75, -2.89, 4.94, -0.22, -0.70, -2.11
300, -1.91, -3.85, 1.24, 0.19, -0.93, -2.22
350, 2.01, -4.88, 3.23, 1.12, -0.43, -1.97
400, -1.00, -4.48, 6.05, 1.68, -0.17, -1.47
450, 1.31, -3.97, 8.31, 1.56, -0.23, -1.45
500, 3.16, -4.15, 7.66, 1.59, -0.56, -0.92
550, 2.80, -3.59, 9.45, 1.68, -0.34, -0.28
600, 4.63, -3.59, 10.73, 1.37, -0.37, -0.14
650, 6.17, -3.18, 9.30, 1.33, 0.24, 0.83
700, -2.69, -0.38, 13.22, 1.24, 0.28, 1.11
750, -5.29, 0.03, 13.82, 0.56, -0.03, 0.49
800, -1.54, -0.50, 13.70, -0.11, 0.12, 0.21
850, -2.36, -1.42, 8.43, -0.28, 0.12, -0.05
900, 0.33, -1.88, 8.46, -0.05, 0.04, 0.01
950, -0.73, -1.38, 10.23, 0.01, 0.03, 0.05
