Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -10.84, -1.62, 9.62, -0.27, -0.12, -0.67
50, -14.51, -0.72, 7.62, -0.51, -0.53, -1.91
100, -2.86, -1.53, 8.53, -0.32, 0.03, -2.89
150, 1.42, -4.07, 7.65, -0.54, 0.02, -1.90
200, -4.39, -4.13, 6.83, -0.41, -0.10, -1.48
250, -2.19, -4.77, 5.89, -0.26, -0.11, -1.71
300, -1.67, -5.10, 6.85, -0.16, -0.26, -1.48
350, -2.35, -4.94, 6.63, -0.03, -0.04, -1.53
400, -1.30, -5.23, 5.86, 0.04, -0.39, -1.65
450, 2.96, -5.73, 6.33, 0.26, -0.08, -1.46
500, 2.63, -6.10, 4.84, 0.52, 0.00, -1.06
550, 2.22, -5.78, 3.90, 1.07, 0.50, -0.61
600, 2.17, -5.31, 5.70, 1.52, -0.19, -0.43
650, 7.93, -4.23, 8.83, 1.76, 0.33, 0.48
700, 5.61, -2.66, 9.93, 1.61, -0.05, 1.63
750, -5.27, -0.31, 13.74, 1.19, 0.01, 1.81
800, -4.34, -1.25, 13.20, 0.65, 0.20, 0.94
850, -6.10, -1.21, 12.60, 0.11, 0.03, 0.50
900, -2.08, -2.05, 10.38, -0.17, 0.09, 0.06
950, -1.07, -2.39, 8.69, -0.16, 0.10, 0.17
