Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -12.95, -1.39, 5.98, -0.13, -0.07, -0.92
50, -12.04, -1.82, 3.85, 0.04, -0.34, -1.90
100, -8.86, -2.11, 6.16, 0.22, -0.50, -2.67
150, -6.88, -1.47, 5.88, 0.30, -0.49, -3.21
200, -3.71, -2.39, 6.67, 0.38, -0.06, -3.11
250, -0.11, -3.65, 6.06, 0.40, -0.17, -2.82
300, -1.56, -5.55, 5.30, 0.63, 0.02, -1.90
350, -2.14, -4.96, 2.81, 0.85, -0.13, -2.20
400, 3.80, -5.31, 2.34, 1.72, -0.32, -1.33
450, 4.28, -4.27, 2.99, 2.44, 0.64, -0.57
500, 16.74, -2.26, 8.63, 3.08, 0.06, 0.77
550, 8.11, 4.54, 17.07, 2.39, 0.62, 3.64
600, -20.22, 6.11, 20.56, 0.52, 0.36, 2.71
650, -17.26, 1.76, 11.15, -0.37, 0.66, -0.52
700, -1.94, -1.50, 6.75, -0.47, 0.28, -1.18
750, 2.16, -2.86, 5.22, 0.15, -0.17, -0.34
800, -1.65, -1.29, 10.76, 0.27, -0.06, 0.13
850, -4.07, -0.74, 10.76, -0.01, 0.09, 0.09
900, -2.99, -1.26, 9.22, -0.16, 0.18, -0.08
950, -2.88, -1.65, 8.02, -0.05, 0.05, 0.06
