Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -6.06, -2.04, 7.67, 0.00, 0.00, -0.01
50, -5.85, -2.16, 7.34, -0.03, 0.00, -0.04
100, -5.58, -2.22, 7.29, -0.02, 0.00, -0.01
150, -6.18, -2.16, 7.47, -0.03, -0.02, -0.02
200, -6.68, -2.07, 7.51, -0.03, -0.07, -0.00
250, -11.54, -1.25, 8.20, -0.14, -0.19, -0.42
300, -13.74, -0.22, 9.43, -0.48, -0.50, -1.53
350, -9.06, -1.00, 6.61, -0.55, -0.17, -2.53
400, -3.29, -1.96, 5.00, -0.50, -0.74, -2.75
450, -3.80, -2.83, 5.32, -0.25, -1.19, -2.34
500, -3.13, -2.42, 6.37, -0.04, -1.06, -2.59
550, -0.30, -2.66, 8.36, -0.04, -0.78, -2.82
600, 4.25, -4.38, 6.36, -0.04, -0.19, -2.57
650, 7.32, -6.18, 4.45, 0.34, -0.05, -1.60
700, 4.72, -5.73, 4.70, 1.00, 0.48, -0.73
750, 4.79, -5.48, 3.71, 1.55, 0.82, 0.01
800, 5.58, -3.99, 3.61, 2.21, 0.58, 0.80
850, -0.53, -0.27, 13.00, 2.46, -0.24, 1.23
900, -0.34, 1.09, 20.18, 1.24, 0.17, 1.20
950, -7.12, 0.44, 16.98, -0.06, 0.48, 0.55
