Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -7.19, -1.84, 8.96, -0.16, -0.03, -0.17
50, -7.89, -1.77, 8.84, -0.38, -0.09, -0.50
100, -6.11, -2.62, 6.84, -0.45, -0.07, -0.77
150, -7.86, -2.55, 6.14, -0.10, 0.17, -1.02
200, -7.58, -1.97, 8.38, -0.17, -0.30, -1.37
250, -6.06, -2.12, 9.35, -0.37, -0.38, -1.72
300, -4.60, -2.60, 8.04, -0.59, -0.34, -1.96
350, -0.89, -4.01, 7.00, -0.56, -0.15, -1.76
400, -0.90, -4.95, 5.46, -0.38, -0.08, -1.48
450, -1.66, -5.64, 3.12, 0.17, 0.55, -1.28
500, -1.10, -5.75, 4.12, 1.13, 0.36, -1.36
550, -4.04, -4.58, 5.79, 1.37, 0.55, -0.90
600, -1.25, -3.75, 7.59, 1.52, 0.24, -1.22
650, 4.59, -4.55, 7.84, 1.43, 0.01, -0.73
700, 4.70, -3.78, 7.82, 1.64, -0.02, 0.43
750, -0.20, -1.72, 10.82, 1.55, 0.06, 0.94
800, -2.25, -1.18, 9.96, 1.37, -0.04, 1.02
850, -3.66, 0.54, 14.18, 1.19, -0.11, 1.04
900, -9.03, 1.54, 16.21, -0.00, 0.14, 0.42
950, -3.76, -1.03, 8.84, -0.41, -0.07, -0.35
