Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -3.52, -1.53, 9.88, 0.07, 0.37, 0.16
50, -6.28, -1.07, 10.99, -0.00, 0.49, 0.11
100, -8.59, -0.46, 10.73, -0.44, -0.01, -0.24
150, -10.38, 1.11, 12.53, -1.16, -0.57, -0.86
200, -7.18, -0.11, 9.45, -1.42, -0.41, -1.61
250, -6.79, -0.31, 8.92, -1.74, -0.05, -2.22
300, -3.05, -1.79, 1.15, -1.55, -0.29, -2.70
350, -1.05, -2.59, -3.11, -0.08, 0.45, -2.73
400, 1.77, -3.72, -3.70, 1.38, -0.83, -1.98
450, 7.23, -2.57, 6.45, 2.44, -0.48, -1.33
500, 7.07, -3.10, 10.21, 2.44, -0.92, -0.17
550, 3.70, -1.55, 18.07, 1.82, -0.00, 0.96
600, -3.14, -0.97, 19.75, 0.69, -0.52, 0.47
650, -2.48, -0.78, 17.07, -0.29, 0.24, 0.12
700, 0.95, -2.03, 7.61, -0.94, 0.30, -0.17
750, -0.30, -3.19, 3.59, -0.12, 0.25, 0.13
800, -0.84, -2.17, 9.68, 0.12, 0.09, 0.13
850, -1.91, -1.96, 10.47, 0.08, 0.05, -0.02
900, 0.46, -2.12, 11.39, -0.20, 0.17, 0.03
950, -1.26, -2.79, 7.45, -0.15, 0.15, 0.10
