Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.87, -3.62, 7.23, 0.01, 0.01, 0.03
50, -4.52, -3.73, 6.92, 0.08, -0.00, 0.10
100, -2.49, -4.25, 6.53, 0.15, -0.14, 0.34
150, -4.87, -3.64, 7.15, 0.28, -0.03, 0.96
200, -13.43, -1.14, 12.11, 0.15, -0.12, 0.33
250, -12.87, 0.36, 14.33, -1.04, -0.66, -0.88
300, -12.59, 0.02, 6.36, -1.30, -0.45, -1.91
350, -6.78, -0.32, 4.44, -1.35, -1.01, -2.91
400, 0.67, -3.11, -1.53, -0.85, -1.16, -2.83
450, -0.34, -5.20, -4.51, 0.88, -0.01, -2.72
500, 4.63, -3.64, 3.02, 2.45, 0.42, -2.24
550, 4.09, -2.83, 10.22, 2.57, 0.46, -1.53
600, 7.07, -2.13, 14.67, 2.51, 1.07, -0.30
650, 0.77, -2.54, 13.49, 1.06, 0.32, 0.02
700, 1.78, -2.14, 10.86, 1.03, -0.02, 0.58
750, -0.79, -0.23, 14.96, 0.56, 0.01, 0.82
800, -7.03, -0.14, 13.43, -0.22, 0.20, 0.21
850, -0.99, -2.35, 7.53, -0.35, 0.11, -0.20
900, -1.20, -2.25, 7.93, -0.05, 0.07, 0.06
950, -1.52, -1.79, 10.01, 0.04, -0.01, -0.02
