Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -9.70, -1.16, 10.93, 0.48, -0.23, 0.38
50, -17.31, 2.20, 15.54, -0.63, -1.21, -0.91
100, -12.34, 3.39, 10.44, -1.43, -0.41, -3.13
150, -4.71, 2.90, 7.19, -1.30, 0.04, -3.62
200, -2.82, 3.06, 1.34, -0.92, 0.11, -4.30
250, 7.98, -0.67, 1.34, -0.08, -0.58, -3.31
300, 6.99, -4.37, -0.96, 0.77, 0.43, -1.91
350, 11.68, -4.39, 1.97, 1.95, 0.46, -0.53
400, 5.42, -2.44, 9.93, 2.32, -0.17, 0.76
450, 0.39, -1.14, 13.44, 1.76, 0.31, 1.54
500, -7.00, -1.28, 17.78, 1.11, -0.11, 0.61
550, -3.33, -1.70, 16.58, -0.03, 0.26, 0.07
600, -1.69, -2.47, 10.99, -0.23, 0.15, -0.24
650, 1.70, -2.18, 10.94, -0.31, 0.14, 0.11
700, -1.98, -1.82, 10.12, -0.41, 0.15, 0.19
750, -2.03, -2.12, 9.08, -0.53, 0.15, 0.10
800, 0.21, -2.63, 10.41, -0.61, -0.14, 0.18
850, 3.19, -3.05, 10.35, -0.89, -0.11, 0.68
900, 0.35, -2.60, 9.98, -1.05, 0.33, 1.11
950, 0.84, -3.29, 6.67, -0.84, 0.23, 1.38
