Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -3.02, 0.92, 6.80, 0.47, 0.21, 1.14
50, -9.06, 2.74, 12.51, 0.37, -0.23, 1.22
100, -16.09, 4.68, 15.87, -0.90, -0.06, -0.33
150, -14.75, 4.32, 9.19, -1.37, 0.27, -2.46
200, -9.79, 4.80, 7.87, -1.27, -0.02, -3.97
250, -1.65, 3.06, 6.90, -0.97, 0.46, -4.37
300, 1.90, -1.46, 5.14, -0.62, 0.10, -3.46
350, -0.04, -2.60, 7.68, -0.27, 0.05, -2.79
400, 3.06, -4.18, 4.05, -0.03, 0.33, -2.26
450, 1.53, -4.74, 4.45, 0.71, -0.09, -1.10
500, -2.57, -3.77, 6.63, 1.13, -0.67, -0.69
550, -0.09, -3.66, 7.04, 1.38, -0.61, -0.95
600, 5.61, -3.11, 9.49, 1.46, -0.48, -0.47
650, 3.38, -1.70, 10.98, 1.32, -0.34, 0.73
700, -1.12, -0.98, 13.72, 0.91, -0.55, 0.98
750, -3.84, -0.39, 13.67, 0.36, -0.08, 0.49
800, -2.47, -1.05, 11.35, -0.07, 0.19, -0.05
850, -1.07, -1.76, 9.06, -0.12, 0.13, -0.11
900, -0.73, -1.81, 8.86, -0.07, 0.03, -0.06
950, -0.44, -1.64, 9.42, 0.06, -0.03, -0.01
