Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.50, -3.02, 7.61, -0.03, -0.16, 0.02
50, -5.34, -3.08, 7.78, -0.03, -0.19, -0.04
100, -4.69, -3.29, 7.60, -0.11, -0.30, -0.03
150, -5.58, -3.09, 7.01, 0.03, -0.31, 0.14
200, -9.82, -1.92, 9.00, 0.00, -0.25, -0.19
250, -13.62, -1.26, 10.00, -0.28, -0.55, -1.19
300, -7.47, -1.96, 9.02, -0.40, -0.39, -2.19
350, -7.48, -1.32, 8.61, -0.52, -0.15, -2.45
400, -3.90, -1.53, 5.06, -0.45, -0.39, -2.65
450, -1.21, -1.97, 5.20, -0.12, -0.46, -2.78
500, 1.15, -1.88, 4.87, -0.00, -0.59, -2.64
550, 5.31, -4.30, 2.72, 0.48, -0.40, -2.18
600, 7.73, -5.32, 4.66, 0.96, -0.04, -1.23
650, 7.83, -5.71, 2.95, 1.33, -0.23, -0.22
700, 4.97, -3.43, 5.82, 2.48, 0.07, 0.74
750, 4.42, -1.17, 16.57, 2.13, 0.07, 0.79
800, -1.95, -0.94, 17.02, 0.89, 0.13, 0.94
850, -3.32, -0.87, 15.91, 0.22, 0.27, 0.44
900, -2.98, -1.29, 11.16, -0.50, 0.41, -0.28
950, 2.07, -3.03, 6.28, -0.28, 0.24, -0.17
