Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -9.42, 0.43, 7.13, -0.07, -0.02, 0.06
50, -11.61, 0.76, 6.92, -0.13, -0.26, -0.61
100, -9.56, 0.38, 7.34, -0.06, -0.15, -1.30
150, -7.58, -0.20, 6.62, -0.09, -0.08, -1.65
200, -6.99, -0.94, 6.07, 0.01, 0.29, -1.76
250, -5.72, -1.42, 5.45, 0.25, -0.01, -1.68
300, -4.08, -1.84, 7.42, 0.30, -0.35, -1.45
350, -3.22, -2.47, 7.33, 0.23, -0.22, -1.08
400, -3.49, -2.75, 7.95, 0.18, -0.28, -0.62
450, -5.31, -3.02, 6.99, 0.11, -0.27, -0.47
500, -6.71, -2.77, 6.34, 0.29, -0.05, -0.58
550, -5.77, -2.74, 7.98, 0.25, -0.41, -0.62
600, -6.80, -2.50, 7.72, 0.24, -0.29, -0.85
650, -4.81, -2.73, 8.46, 0.21, -0.38, -0.96
700, -3.75, -3.22, 6.42, 0.29, 0.05, -0.98
750, -5.62, -2.94, 5.26, 0.73, 0.45, -1.20
800, -1.86, -2.96, 3.73, 1.22, 0.19, -1.32
850, 2.58, -2.33, 5.82, 1.86, 0.22, -0.58
900, 1.40, -0.82, 7.30, 1.87, 0.40, 0.42
950, 1.30, 0.69, 9.18, 2.14, -0.37, 1.48
