Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -8.31, -0.71, 6.54, 0.01, -0.12, -0.60
50, -8.86, -1.00, 5.07, 0.12, -0.40, -0.84
100, -5.78, -1.15, 7.58, 0.26, -0.39, -1.01
150, -4.36, -1.56, 7.41, 0.13, -0.37, -0.69
200, -5.90, -1.65, 7.88, 0.04, -0.28, -0.52
250, -5.80, -2.02, 6.93, 0.06, -0.20, -0.63
300, -5.14, -2.25, 7.78, 0.07, -0.13, -0.58
350, -6.24, -2.15, 7.41, 0.06, -0.10, -0.67
400, -5.96, -2.33, 7.56, 0.03, -0.19, -0.70
450, -6.77, -2.45, 6.96, 0.07, -0.18, -0.82
500, -6.83, -2.71, 6.19, 0.19, -0.05, -1.22
550, -6.01, -2.44, 7.89, 0.29, -0.00, -1.43
600, -6.17, -2.50, 7.51, 0.21, -0.05, -1.50
650, -5.85, -2.81, 7.15, 0.26, 0.04, -1.76
700, -6.28, -2.99, 5.48, 0.47, 0.30, -1.98
750, -7.51, -2.95, 0.34, 1.02, 0.06, -2.69
800, 4.81, -2.92, -0.21, 2.28, -0.21, -2.35
850, 14.55, -2.35, 2.90, 3.06, 1.21, -0.05
900, 10.00, 5.35, 5.21, 3.81, -1.83, 3.99
950, -3.65, 11.06, 28.09, 2.39, -0.32, 3.28
