Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.91, -2.89, 5.18, 0.91, 0.68, 0.77
50, -14.17, 1.90, 17.65, 0.43, -0.45, 0.49
100, -22.05, 7.14, 21.49, -2.50, -1.19, -1.29
150, -16.91, 8.47, 9.93, -3.51, -0.69, -3.61
200, 3.11, 1.43, -8.03, -3.43, -0.88, -4.24
250, 2.73, -4.36, -15.17, -0.86, -0.66, -3.31
300, 8.92, -5.87, -11.11, 2.43, -0.87, -2.16
350, 13.63, -3.32, 9.33, 3.91, -0.54, -0.45
400, 2.85, -1.35, 21.38, 2.55, -0.41, 1.38
450, -7.54, -1.20, 20.59, 0.71, 0.01, 0.85
500, -3.24, -2.37, 14.03, -0.60, 0.03, -0.23
550, 1.44, -4.27, 6.24, -0.66, 0.29, -0.20
600, 0.09, -4.60, 5.43, -0.06, 0.25, 0.17
650, -2.79, -3.68, 8.98, 0.14, 0.13, 0.14
700, -1.76, -3.56, 9.92, 0.01, 0.11, -0.00
750, -1.48, -3.67, 10.18, -0.14, 0.10, -0.09
800, 0.07, -4.32, 7.43, -0.18, 0.12, 0.06
850, -1.71, -4.07, 7.92, 0.08, 0.05, 0.14
900, -1.92, -3.74, 9.13, 0.06, 0.05, 0.11
950, -2.35, -3.62, 9.78, 0.01, 0.07, -0.01
