Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.38, -2.12, 7.65, 0.05, 0.08, 0.39
50, -1.62, -2.15, 6.55, 0.22, 0.12, 1.08
100, -8.89, -0.20, 8.93, 0.41, 0.49, 1.33
150, -15.43, 0.92, 10.49, 0.06, 0.34, 0.23
200, -15.85, 2.50, 12.37, -0.60, -0.09, -1.34
250, -13.16, 2.79, 8.27, -1.29, -0.33, -2.84
300, -6.52, 1.87, 3.32, -1.00, -0.25, -3.90
350, -3.02, 0.73, 5.75, -0.44, -0.25, -3.84
400, 1.45, -1.42, 5.07, -0.48, -0.28, -3.31
450, 3.64, -4.05, 3.71, -0.07, -0.37, -2.77
500, 3.35, -4.70, 4.12, 0.39, -0.40, -1.87
550, 3.31, -4.87, 5.54, 0.76, -0.49, -1.35
600, 3.73, -5.52, 4.39, 1.12, -0.08, -0.94
650, 9.93, -5.28, 5.22, 1.48, 0.36, -0.01
700, 12.59, -4.53, 7.73, 1.95, 0.07, 1.94
750, -3.96, 0.34, 15.59, 1.66, -0.20, 2.67
800, -10.66, -0.37, 16.57, 0.56, 0.12, 1.18
850, -5.72, -2.30, 11.94, -0.03, 0.27, -0.06
900, -1.74, -2.93, 9.47, -0.13, 0.14, -0.02
950, -2.85, -2.37, 9.24, -0.08, 0.08, -0.02
