Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -13.48, -0.22, 6.62, 0.02, -0.10, -1.30
50, -5.67, -1.66, 5.54, -0.00, -0.28, -1.94
100, -3.10, -2.27, 7.42, 0.30, -0.27, -1.56
150, -5.25, -2.17, 8.72, -0.10, -0.19, -1.35
200, -5.80, -3.11, 5.82, 0.09, -0.19, -1.57
250, -4.60, -3.46, 5.89, 0.22, 0.12, -1.48
300, -5.15, -3.17, 8.33, 0.27, -0.32, -1.49
350, -4.35, -3.54, 8.01, 0.15, -0.09, -1.52
400, -7.99, -3.23, 7.76, 0.05, -0.19, -1.69
450, -6.15, -2.95, 7.14, 0.10, -0.10, -2.55
500, 1.36, -4.67, 5.70, 0.24, -0.30, -2.23
550, 0.46, -4.67, 8.42, 0.38, -0.33, -1.56
600, -4.03, -4.78, 5.36, 0.39, -0.25, -1.70
650, 0.03, -4.69, 5.61, 0.79, 0.17, -1.92
700, 3.16, -5.27, 2.95, 1.36, 0.44, -1.30
750, 11.54, -4.28, 5.52, 2.12, 1.13, -0.41
800, 17.24, -0.73, 7.31, 2.83, -0.56, 2.69
850, -8.53, 6.44, 20.80, 2.20, -0.27, 3.41
900, -11.23, 2.10, 16.03, 0.53, 0.70, 0.61
950, -7.18, 0.96, 14.36, -0.12, 0.03, -0.03
