Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -3.57, -2.78, 2.48, 0.42, -0.54, -2.13
50, -3.12, -2.57, 8.76, 0.59, -0.64, -1.56
100, -4.52, -3.09, 8.82, 0.17, -0.40, -1.43
150, -3.87, -4.43, 6.34, 0.17, -0.10, -1.27
200, -4.48, -4.02, 7.33, 0.23, -0.23, -1.37
250, -3.20, -4.42, 6.70, 0.24, -0.25, -1.16
300, -3.21, -4.54, 7.41, 0.22, -0.25, -1.09
350, -2.18, -5.13, 5.81, 0.37, -0.33, -0.80
400, -3.60, -4.75, 7.78, 0.46, -0.47, -0.60
450, -3.65, -4.39, 8.05, 0.48, -0.54, -0.77
500, -3.22, -4.19, 9.54, 0.31, -0.43, -0.85
550, -3.63, -4.51, 7.25, 0.20, -0.11, -1.09
600, -3.53, -4.42, 6.09, 0.49, -0.16, -1.27
650, -2.56, -4.20, 5.43, 0.74, -0.85, -1.39
700, 1.53, -4.11, 4.87, 1.25, -0.33, -1.39
750, 10.65, -4.40, 5.94, 1.92, 0.93, -0.67
800, 12.43, -2.10, 6.24, 2.22, 0.46, 1.68
850, -6.93, 4.03, 17.17, 1.92, -0.46, 2.53
900, -12.55, 3.15, 18.98, 0.45, 0.51, 0.54
950, -6.26, 1.04, 13.60, -0.47, 0.21, -0.68
