Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -13.53, -0.53, 9.35, -0.13, 0.06, -0.71
50, -14.34, -0.19, 8.37, -0.49, -0.28, -2.04
100, -7.24, -0.27, 5.94, -0.41, 0.16, -3.35
150, -3.79, -1.06, 6.62, -0.24, -0.55, -3.14
200, -5.08, -1.12, 7.92, -0.26, -0.11, -3.15
250, 0.93, -2.91, 4.21, -0.28, -0.39, -3.33
300, 3.68, -5.05, 3.79, 0.31, 0.19, -2.80
350, 7.54, -5.89, 3.52, 0.95, -0.03, -1.97
400, 7.20, -5.66, 5.90, 1.56, 0.57, -0.50
450, 9.42, -4.73, 6.86, 1.64, 0.43, 0.55
500, 7.64, -1.57, 7.24, 1.96, 0.19, 2.92
550, -14.66, 0.97, 17.75, 1.31, -0.22, 1.63
600, -5.97, -1.29, 13.03, 0.51, -0.20, 0.00
650, -0.79, -1.56, 14.20, -0.18, 0.12, -0.27
700, -0.14, -3.18, 6.84, -0.32, 0.21, -0.08
750, -1.23, -3.01, 8.34, 0.02, 0.07, 0.09
800, -2.75, -2.51, 9.99, 0.02, -0.01, -0.01
850, -1.35, -2.46, 10.01, -0.11, 0.06, -0.10
900, -0.90, -2.89, 9.06, -0.16, 0.06, -0.05
950, -1.76, -2.79, 9.41, -0.13, 0.05, 0.06
