Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.47, -3.25, 7.64, 0.01, -0.00, 0.01
50, -5.29, -3.29, 7.35, -0.04, -0.02, -0.02
100, -4.87, -3.30, 7.74, -0.03, -0.01, 0.00
150, -5.43, -3.28, 7.20, -0.04, -0.00, 0.01
200, -5.45, -3.26, 7.71, -0.01, -0.02, -0.02
250, -5.33, -3.29, 7.64, -0.06, -0.01, -0.01
300, -5.17, -3.34, 7.59, -0.02, -0.03, -0.03
350, -6.15, -3.09, 9.03, -0.14, -0.03, -0.08
400, -8.61, -2.40, 10.56, -0.48, -0.09, -0.32
450, -7.94, -2.46, 9.45, -0.94, -0.08, -0.88
500, -8.94, -2.55, 7.84, -1.10, 0.15, -1.31
550, -7.82, -3.07, 5.34, -1.15, -0.12, -1.94
600, -4.39, -4.24, 2.94, -0.92, -0.39, -2.29
650, -1.63, -5.89, -0.19, -0.14, -0.11, -2.16
700, -1.99, -5.80, 2.08, 0.76, -0.01, -2.07
750, -0.06, -5.57, 1.12, 1.40, 0.02, -2.02
800, 3.08, -5.09, 5.66, 2.11, -0.01, -1.63
850, 3.90, -4.39, 7.54, 2.38, 0.34, -0.96
900, 2.36, -3.20, 10.62, 1.89, -0.12, -0.26
950, 4.07, -2.69, 9.50, 1.79, -0.44, 0.26
