Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -1.88, -1.02, 6.71, -0.04, 0.11, 0.64
50, -6.85, 0.03, 6.52, 0.01, 0.07, 1.04
100, -9.76, 0.12, 5.64, 0.09, 0.18, 0.87
150, -17.09, 1.56, 7.09, 0.07, -0.09, -0.32
200, -13.84, 1.46, 4.80, 0.13, -0.31, -1.82
250, -6.45, 0.96, 7.00, 0.38, -0.31, -2.46
300, -4.71, 0.48, 7.37, 0.27, -0.14, -2.45
350, -2.68, -1.22, 7.04, 0.18, 0.03, -1.74
400, -5.09, -2.05, 6.72, 0.11, -0.20, -1.15
450, -6.63, -2.35, 6.21, 0.16, -0.39, -1.22
500, -4.39, -2.83, 6.41, 0.32, -0.35, -1.18
550, -4.24, -2.87, 7.70, 0.30, -0.44, -0.92
600, -3.51, -3.30, 7.53, 0.23, -0.38, -0.73
650, -3.44, -3.24, 7.29, 0.31, -0.30, -0.46
700, -5.71, -3.02, 8.48, 0.25, -0.20, -0.37
750, -5.49, -3.33, 7.09, 0.28, -0.09, -0.62
800, -4.98, -3.38, 6.66, 0.51, -0.15, -0.78
850, -4.79, -3.15, 5.72, 0.70, -0.07, -1.01
900, -2.77, -2.86, 6.09, 0.97, -0.48, -0.95
950, 0.80, -3.25, 2.82, 1.43, 0.39, -0.68
