Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -7.40, 0.42, 6.50, -0.05, -0.34, -1.43
50, -4.75, -0.64, 7.68, 0.03, -0.15, -1.39
100, -5.14, -0.92, 6.38, 0.08, 0.02, -1.34
150, -3.83, -1.16, 7.39, 0.18, -0.23, -1.08
200, -2.88, -1.70, 8.32, 0.02, -0.26, -0.61
250, -5.99, -1.84, 7.48, -0.07, -0.17, -0.31
300, -6.93, -2.15, 6.43, 0.07, -0.19, -0.57
350, -7.07, -1.76, 7.73, 0.13, -0.18, -0.77
400, -6.94, -1.89, 7.26, 0.15, -0.21, -1.04
450, -5.29, -2.09, 7.92, 0.15, -0.16, -1.19
500, -4.46, -2.49, 7.52, 0.17, -0.32, -1.13
550, -4.30, -2.70, 7.36, 0.23, -0.24, -1.08
600, -4.30, -2.72, 8.05, 0.25, -0.32, -0.98
650, -4.21, -2.79, 8.59, 0.17, -0.25, -0.96
700, -3.83, -3.13, 7.32, 0.17, -0.20, -1.02
750, -3.46, -3.24, 7.69, 0.34, -0.37, -0.90
800, -3.44, -3.25, 6.98, 0.44, -0.09, -0.94
850, -3.08, -3.08, 6.66, 0.66, -0.19, -0.98
900, -0.91, -3.20, 4.97, 1.08, 0.11, -0.88
950, 0.05, -2.61, 4.40, 1.78, 0.40, -0.53
