Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -14.91, 0.79, 8.43, -0.17, 0.16, -0.74
50, -9.13, -0.59, 4.82, -0.51, -0.29, -1.76
100, -5.21, -3.03, 5.02, -0.06, -0.01, -1.69
150, -5.59, -2.14, 5.52, 0.00, -0.24, -1.73
200, -5.02, -2.56, 6.98, 0.02, 0.06, -1.55
250, -4.44, -3.73, 5.79, 0.01, -0.10, -1.26
300, -6.16, -3.55, 6.41, 0.10, -0.09, -1.24
350, -4.10, -4.26, 6.82, 0.06, -0.10, -1.13
400, -3.69, -4.70, 5.86, 0.06, -0.15, -0.92
450, -5.36, -4.95, 5.83, 0.26, -0.10, -0.72
500, -4.23, -4.83, 6.75, 0.27, -0.16, -0.82
550, -3.84, -5.10, 6.54, 0.31, -0.24, -0.56
600, -4.44, -4.76, 7.45, 0.30, -0.24, -0.61
650, -5.57, -4.91, 6.61, 0.29, -0.17, -0.60
700, -4.41, -4.84, 6.56, 0.36, -0.26, -0.82
750, -5.39, -4.68, 7.02, 0.48, -0.49, -0.81
800, -3.19, -4.66, 6.85, 0.52, -0.42, -1.01
850, -2.47, -4.51, 7.57, 0.56, -0.54, -1.07
900, -3.70, -4.31, 6.08, 0.75, -0.38, -1.12
950, -0.91, -4.40, 4.99, 1.09, -0.09, -1.30

  
