Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -3.66, 0.66, 8.98, -0.04, 0.06, 0.14
50, -3.73, 0.62, 8.97, -0.04, 0.02, 0.13
100, -3.63, 0.58, 8.63, -0.02, 0.01, 0.20
150, -5.31, 0.87, 9.07, -0.05, -0.11, 0.02
200, -4.06, 0.69, 9.11, -0.04, -0.01, -0.20
250, -3.24, 0.62, 9.22, -0.07, -0.03, -0.06
300, -7.91, 1.45, 10.38, -0.18, -0.05, -0.19
350, -12.15, 2.99, 13.24, -0.63, -0.29, -1.11
400, -11.20, 4.70, 14.20, -1.40, 0.01, -2.60
450, -6.65, 4.19, 9.35, -1.96, 0.27, -3.91
500, 3.61, 0.67, 4.18, -1.65, 0.55, -3.99
550, 4.16, -2.73, 2.02, -0.58, 0.13, -2.78
600, 1.54, -3.47, 5.52, -0.03, -0.08, -1.78
650, 0.53, -4.46, 4.37, 0.56, -0.08, -1.39
700, 2.30, -4.56, 4.56, 1.02, 0.39, -1.03
750, 2.75, -4.65, 2.87, 1.73, 0.02, -0.52
800, 6.34, -2.55, 5.88, 2.49, -0.38, 0.21
850, 8.48, 0.08, 12.50, 2.40, -0.43, 1.50
900, 4.25, 3.36, 14.37, 1.76, -0.08, 2.71
950, -9.82, 5.32, 18.11, 0.85, -0.11, 2.29
