Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.99, -2.86, 7.26, -0.04, -0.01, -0.03
50, -5.17, -2.67, 7.85, 0.01, 0.01, 0.06
100, -5.42, -2.56, 8.29, -0.12, -0.07, 0.03
150, -5.55, -2.95, 6.77, -0.04, 0.04, 0.02
200, -7.30, -2.47, 8.20, 0.01, 0.04, -0.10
250, -12.05, -1.49, 9.55, -0.28, -0.27, -0.57
300, -12.59, -1.24, 6.85, -0.44, -0.49, -1.64
350, -10.41, -0.18, 9.17, -0.43, -0.95, -2.59
400, -5.83, 0.46, 9.21, -1.31, -0.87, -3.23
450, -1.97, -1.21, -1.12, -0.69, -0.63, -3.88
500, 6.12, -3.25, -0.07, 0.72, -0.74, -2.96
550, 5.33, -3.73, 3.31, 1.43, -0.56, -2.14
600, 8.37, -3.67, 6.56, 1.81, -0.19, -1.45
650, 13.65, -4.47, 6.96, 2.07, -0.21, 0.23
700, 1.63, -1.38, 15.87, 1.82, 0.17, 1.15
750, -1.31, -1.50, 14.49, 0.66, 0.36, 0.71
800, -3.14, -2.15, 12.78, 0.32, 0.14, 0.13
850, 0.83, -2.15, 12.15, -0.12, 0.17, 0.11
900, -1.59, -2.10, 9.12, -0.22, 0.34, 0.03
950, 1.15, -2.71, 8.35, -0.07, 0.14, -0.04
