Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.74, -1.11, 7.11, 0.03, -0.01, -0.24
50, -7.43, -0.93, 6.85, 0.07, -0.03, -0.27
100, -7.44, -1.00, 6.52, 0.14, -0.19, -0.48
150, -7.58, -0.86, 7.11, 0.16, -0.15, -0.62
200, -8.85, -0.72, 7.30, 0.21, -0.33, -1.00
250, -5.67, -1.38, 7.04, 0.27, -0.36, -1.33
300, -6.23, -1.12, 8.54, 0.29, -0.39, -1.37
350, -3.92, -2.00, 8.47, 0.14, -0.13, -1.33
400, -5.90, -1.98, 7.52, 0.16, -0.18, -1.46
450, -4.81, -2.22, 7.31, 0.22, 0.04, -1.53
500, -3.57, -2.64, 8.08, 0.26, 0.01, -1.49
550, -3.38, -3.01, 9.68, 0.17, -0.01, -1.24
600, -4.05, -3.13, 9.54, -0.01, 0.18, -1.16
650, -6.58, -3.11, 8.15, -0.20, 0.35, -1.35
700, -6.41, -3.36, 4.48, 0.15, 0.24, -1.70
750, -5.13, -2.52, 5.98, 0.60, 0.10, -2.21
800, -1.28, -3.02, 2.43, 0.90, -0.09, -2.20
850, 6.67, -4.12, -2.28, 2.17, 0.41, -1.34
900, 15.46, -1.53, 4.97, 3.10, 0.16, 0.66
950, 8.91, 5.82, 13.55, 3.25, -0.50, 3.86
