Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.25, -0.12, 10.18, 0.33, 0.19, 0.11
50, -11.91, 2.27, 15.08, -0.09, 1.19, -0.65
100, -11.07, 1.30, 8.40, -0.97, 0.10, -2.02
150, -7.39, 0.77, 6.97, -0.43, 0.31, -2.93
200, -4.73, 1.63, 8.49, -0.64, 0.17, -3.43
250, 1.15, -1.36, 6.61, -0.32, -0.27, -2.78
300, 1.11, -2.45, 8.61, -0.30, -0.29, -1.89
350, -1.38, -3.68, 7.21, -0.27, -0.40, -1.63
400, -0.80, -3.75, 6.70, -0.08, -0.43, -1.57
450, 1.02, -4.75, 5.41, 0.28, -0.22, -1.50
500, 1.56, -5.07, 4.70, 0.65, -0.19, -1.12
550, 2.43, -4.95, 3.75, 1.39, 0.80, -0.93
600, 4.21, -3.12, 2.65, 2.12, 0.66, -0.16
650, 7.88, -0.40, 6.93, 2.82, 0.18, 0.88
700, 6.16, 4.10, 13.72, 2.53, -0.11, 2.56
750, -7.27, 6.89, 18.41, 1.68, -0.26, 2.61
800, -9.67, 4.77, 21.96, 0.04, 0.35, 0.82
850, -4.87, 0.93, 9.02, -0.87, 1.01, -0.48
900, -1.35, -0.34, 6.14, -0.33, 0.31, -0.22
950, -1.55, 0.27, 8.04, 0.01, -0.08, -0.01
