Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -20.37, 3.91, 10.22, -0.64, 0.43, -2.18
50, -11.04, 4.83, 6.59, -0.62, -0.08, -4.22
100, -5.21, 2.31, 4.41, -0.29, -0.17, -4.37
150, -2.53, 2.67, 2.59, 0.45, 0.18, -4.37
200, 2.68, -0.57, 3.19, 1.04, -0.24, -3.96
250, 3.11, -1.40, 5.65, 1.57, -0.08, -2.97
300, 6.21, -2.58, 5.28, 1.85, -0.19, -1.71
350, 4.67, -1.34, 4.75, 2.44, 0.24, -0.51
400, 6.55, 1.40, 9.28, 2.87, -0.15, 0.35
450, 6.39, 3.77, 19.28, 2.17, 0.05, 1.35
500, -3.89, 4.21, 17.36, 0.42, 1.08, 1.74
550, -10.93, 2.19, 10.42, -0.10, 0.80, 0.71
600, -3.59, 0.51, 9.93, -0.24, 0.41, -0.11
650, -2.82, 0.35, 8.67, -0.15, 0.16, 0.07
700, -2.99, 0.53, 8.95, -0.11, 0.16, 0.07
750, -4.82, 0.71, 8.54, -0.03, -0.01, 0.02
800, -1.86, 0.65, 10.03, -0.02, -0.12, -0.25
850, -1.07, 0.31, 8.57, -0.10, 0.03, 0.15
900, -3.01, 0.63, 9.27, 0.00, -0.12, 0.14
950, -2.76, 0.70, 9.43, -0.02, -0.01, 0.13
