Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -6.17, -2.83, 7.66, -0.07, -0.18, 0.27
50, -9.59, -3.00, 7.92, -0.17, -0.27, 0.16
100, -11.12, -2.32, 7.90, -0.27, -0.48, -0.52
150, -11.34, -2.12, 5.88, -0.26, -0.65, -1.29
200, -11.56, -1.07, 6.98, -0.14, -0.86, -2.19
250, -3.90, -1.21, 5.72, -0.14, -0.80, -2.93
300, 0.36, -2.76, 6.23, 0.11, -0.43, -2.54
350, -2.39, -2.56, 7.56, 0.19, 0.03, -2.14
400, 1.57, -3.87, 5.18, 0.30, -0.04, -1.98
450, 2.42, -4.26, 4.83, 0.74, -0.35, -1.39
500, 2.80, -3.68, 6.18, 0.99, -0.38, -0.89
550, 4.33, -3.70, 6.94, 1.20, -0.39, -0.55
600, 6.57, -3.65, 9.46, 1.31, 0.22, 0.22
650, 3.94, -3.41, 11.09, 1.09, -0.15, 1.02
700, -4.50, -2.22, 13.63, 0.73, 0.09, 1.07
750, -2.81, -2.97, 12.85, 0.25, 0.08, 0.42
800, -3.56, -3.02, 11.25, -0.01, 0.17, 0.09
850, -1.21, -2.50, 10.74, -0.20, 0.19, 0.01
900, -1.44, -2.78, 8.38, -0.20, 0.21, -0.06
950, -0.37, -2.96, 7.75, -0.05, 0.10, 0.06
