Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -8.42, -1.53, 12.77, 0.14, -0.26, 1.07
50, -14.75, -0.50, 9.92, -0.94, -0.02, 0.11
100, -16.38, -2.19, 0.23, -0.96, -0.36, -1.29
150, -10.11, -3.70, -4.07, 0.53, -0.16, -2.38
200, -5.58, -1.94, 5.18, 1.32, -0.85, -2.47
250, -2.32, -2.52, 7.74, 0.97, -0.96, -2.18
300, -1.54, -3.14, 7.92, 0.99, -0.88, -2.05
350, 2.32, -3.98, 9.16, 0.71, -0.57, -1.55
400, -0.74, -3.92, 10.71, 0.53, -0.31, -1.13
450, 1.17, -4.84, 8.37, 0.25, -0.28, -0.70
500, 0.84, -4.98, 8.75, 0.23, -0.23, -0.30
550, -2.45, -4.74, 7.71, 0.29, -0.16, -0.06
600, -3.05, -4.26, 8.87, 0.28, -0.43, -0.33
650, -2.22, -4.18, 8.51, 0.24, -0.05, -0.47
700, -2.97, -4.00, 8.07, 0.30, -0.16, -0.56
750, -2.68, -4.02, 7.47, 0.45, -0.07, -0.85
800, 1.37, -4.53, 6.21, 0.73, 0.81, -0.79
850, 3.51, -4.63, 4.45, 1.21, 0.34, -0.36
900, 7.24, -2.69, 9.15, 1.63, 0.05, 0.90
950, -3.80, 0.37, 15.54, 1.16, 0.13, 1.42
