Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -13.64, 1.64, 4.78, -0.67, 0.16, -2.85
50, -6.28, 2.64, 5.86, -0.17, -0.22, -4.19
100, -2.38, 2.08, 6.54, 0.19, -0.55, -4.15
150, 4.71, -0.74, 9.24, 0.16, -0.80, -3.23
200, 3.02, -2.75, 9.11, -0.04, -0.51, -1.99
250, 1.55, -3.76, 8.25, 0.01, -0.76, -1.16
300, -2.76, -3.79, 5.12, 0.20, -0.93, -1.04
350, 0.33, -3.12, 6.65, 0.60, -0.78, -1.41
400, 4.07, -3.86, 3.97, 1.03, -0.01, -1.15
450, 0.69, -3.10, -0.89, 2.13, 0.73, -0.95
500, 11.85, 0.22, 5.60, 3.34, 0.89, -0.35
550, 12.28, 4.59, 12.53, 3.02, 1.37, 2.15
600, -7.21, 9.34, 14.80, 2.41, 0.07, 3.25
650, -15.40, 8.44, 23.67, 0.54, 0.93, 0.84
700, -2.73, 3.19, 11.08, -0.57, 1.27, -0.69
750, 0.24, 1.40, 8.16, -0.47, 0.64, -0.07
800, -3.14, 1.61, 6.99, -0.24, 0.34, 0.29
850, -4.72, 1.98, 8.15, -0.17, 0.10, -0.02
900, -1.57, 1.52, 7.94, -0.05, 0.07, -0.04
950, -2.79, 2.12, 9.58, 0.07, -0.01, 0.08
