Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -11.32, 0.75, 6.59, -0.14, -0.12, -0.31
50, -8.17, 0.03, 6.21, -0.10, -0.20, -0.89
100, -7.55, -0.43, 5.59, 0.08, -0.40, -1.05
150, -6.59, -0.54, 6.86, 0.20, -0.46, -1.10
200, -6.14, -0.65, 7.61, 0.22, -0.41, -1.18
250, -4.92, -1.13, 7.76, 0.09, -0.29, -1.10
300, -3.75, -1.83, 7.04, 0.11, -0.24, -0.83
350, -6.45, -1.59, 7.53, 0.11, -0.27, -0.68
400, -5.17, -1.87, 7.51, 0.16, -0.25, -0.80
450, -5.21, -1.90, 8.23, 0.13, -0.07, -0.72
500, -5.86, -2.24, 7.55, 0.11, -0.09, -0.85
550, -7.17, -1.96, 6.39, 0.27, -0.02, -1.05
600, -7.70, -1.30, 7.88, 0.38, -0.42, -1.58
650, -5.82, -1.23, 8.15, 0.39, -0.24, -2.13
700, -2.60, -2.14, 7.11, 0.41, 0.35, -2.10
750, -1.62, -2.72, 4.59, 0.75, 0.51, -1.92
800, 4.06, -3.46, 0.68, 1.94, 1.53, -1.28
850, 12.20, -1.50, 2.71, 2.87, 1.17, 0.90
900, 2.50, 5.40, 10.23, 3.16, 0.51, 3.27
950, -12.64, 8.70, 24.76, 0.99, 0.27, 3.12
