Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -7.89, 0.18, 7.90, 0.04, 0.26, 0.47
50, -9.07, 0.00, 5.79, -0.09, 0.03, 0.17
100, -8.39, 0.14, 6.76, 0.05, -0.06, -0.13
150, -6.95, -0.04, 6.62, -0.07, -0.04, -0.23
200, -5.53, -0.44, 6.14, 0.03, -0.09, -0.07
250, -7.54, -0.06, 7.24, 0.02, 0.01, 0.04
300, -6.72, -0.14, 6.75, -0.01, 0.03, -0.01
350, -10.49, 0.26, 6.91, -0.09, 0.03, -0.28
400, -9.89, -0.04, 5.39, -0.02, -0.10, -0.82
450, -10.97, 0.22, 6.20, 0.16, -0.33, -1.47
500, -13.91, 1.46, 6.89, 0.11, -0.40, -2.25
550, -5.30, 0.71, 8.91, 0.05, 0.31, -3.02
600, -3.84, -1.24, 7.04, -0.21, 0.40, -2.52
650, -4.98, -2.94, 4.56, -0.04, 0.06, -2.20
700, -7.07, -2.99, 5.83, 0.18, 0.25, -2.36
750, -5.04, -3.17, 5.94, 0.35, 0.14, -2.60
800, -2.68, -4.22, 6.32, 0.32, -0.17, -2.20
850, -6.38, -4.58, 3.18, 0.51, -0.03, -2.19
900, -4.32, -3.77, 0.00, 1.27, -0.53, -2.72
950, 4.52, -3.26, 0.75, 2.21, -0.94, -2.34
