Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -9.93, 0.83, 6.59, -0.11, -0.13, -0.59
50, -6.70, 0.25, 6.86, -0.15, -0.12, -0.82
100, -8.95, -0.03, 6.03, -0.07, -0.19, -0.95
150, -10.45, 0.40, 6.87, -0.12, -0.09, -1.60
200, -6.66, -0.89, 5.21, 0.02, -0.13, -1.85
250, -8.88, -0.41, 6.55, 0.09, -0.14, -2.13
300, -4.17, -1.92, 5.57, 0.14, -0.25, -2.03
350, -4.20, -2.51, 6.12, 0.24, -0.13, -1.75
400, -6.59, -2.72, 7.18, 0.32, -0.34, -1.44
450, -5.24, -3.07, 6.54, 0.37, -0.20, -1.75
500, -3.33, -3.62, 8.15, 0.30, -0.25, -1.43
550, -4.96, -3.96, 6.17, 0.32, -0.38, -1.34
600, -4.67, -3.90, 5.51, 0.59, -0.47, -1.51
650, -3.05, -4.23, 4.16, 0.77, -0.50, -1.32
700, -2.52, -3.88, -0.37, 1.68, -0.70, -1.41
750, 6.15, -1.70, 4.40, 2.55, -0.50, -1.00
800, 9.10, 0.01, 10.11, 2.75, -0.37, 0.60
850, 5.46, 2.21, 16.36, 2.16, -0.54, 1.68
900, -6.74, 3.73, 18.62, 0.81, 0.17, 1.80
950, -10.79, 2.05, 13.21, 0.09, 0.50, 0.21
