Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.97, -2.75, 7.28, -0.01, -0.01, 0.03
50, -5.02, -2.59, 8.05, 0.02, 0.00, 0.05
100, -4.93, -2.62, 7.76, -0.02, 0.01, 0.07
150, -6.73, -2.31, 7.90, -0.03, 0.01, 0.04
200, -8.88, -1.87, 8.41, -0.17, -0.10, -0.30
250, -12.44, -1.29, 8.73, -0.32, -0.30, -1.04
300, -5.10, -2.73, 5.35, -0.30, -0.39, -1.66
350, -5.23, -2.38, 7.52, -0.01, -0.38, -1.71
400, -7.14, -1.74, 8.49, -0.14, -0.35, -2.19
450, -1.19, -3.18, 6.68, -0.10, -0.46, -2.41
500, -2.02, -3.60, 7.69, 0.04, 0.00, -2.15
550, -0.35, -4.02, 6.34, 0.13, -0.25, -2.09
600, 0.03, -4.38, 6.51, 0.33, -0.19, -1.81
650, 3.34, -5.23, 3.93, 0.69, -0.03, -1.35
700, 4.69, -4.86, 4.36, 1.57, 0.44, -0.70
750, 3.98, -3.38, 9.56, 1.68, 0.13, 0.04
800, 5.21, -2.50, 11.04, 1.66, 0.38, 0.79
850, 0.81, -1.08, 13.92, 1.14, 0.35, 1.39
900, -4.92, -0.46, 13.11, 0.40, 0.20, 1.18
950, -5.39, -0.95, 11.47, 0.06, 0.29, 0.63
