Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -16.79, 1.63, 11.91, -0.85, -0.15, -1.76
50, -2.63, -0.97, 5.95, -0.69, 0.66, -2.98
100, -2.11, -1.43, 8.14, -0.65, 0.33, -2.56
150, -4.38, -3.42, 4.55, -0.29, -0.08, -1.94
200, -3.92, -2.63, 8.82, -0.07, -0.14, -2.29
250, -1.33, -3.36, 8.81, -0.32, -0.13, -2.29
300, -2.33, -3.39, 7.19, -0.24, -0.15, -2.15
350, -0.07, -4.18, 6.25, -0.14, -0.18, -2.38
400, 0.17, -4.71, 4.46, 0.18, 0.21, -2.31
450, 6.17, -5.84, 2.09, 0.93, 0.94, -1.81
500, 8.07, -5.77, 1.74, 1.79, 0.22, -0.83
550, 11.56, -3.22, 7.71, 2.36, 0.19, 0.95
600, 3.75, 0.18, 11.00, 2.21, 0.34, 2.38
650, -10.69, 1.86, 14.85, 1.63, -0.36, 1.67
700, -2.08, 0.79, 19.29, 0.59, 0.30, 0.47
750, -4.01, -0.65, 11.47, -0.32, 0.25, 0.53
800, -4.08, -1.44, 9.41, -0.27, 0.15, 0.07
850, -0.97, -1.95, 8.46, -0.19, 0.06, -0.18
900, -0.15, -2.03, 8.59, -0.07, 0.02, 0.04
950, -2.70, -1.63, 9.00, -0.01, -0.00, 0.05
