Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -1.85, -0.11, 7.14, 0.18, -0.55, -2.00
50, -2.77, -0.87, 8.98, -0.04, -0.24, -1.10
100, -4.70, -1.76, 6.93, -0.15, -0.12, -0.85
150, -4.66, -2.14, 7.24, -0.04, -0.05, -0.69
200, -6.35, -2.17, 6.89, -0.04, -0.12, -0.68
250, -6.23, -2.39, 6.73, 0.08, -0.14, -0.80
300, -8.00, -2.24, 7.01, 0.14, -0.26, -1.10
350, -8.82, -1.81, 6.32, 0.23, -0.41, -1.76
400, -5.20, -1.93, 7.40, 0.34, -0.26, -2.05
450, -2.20, -2.68, 7.34, 0.35, -0.26, -1.88
500, -1.42, -3.81, 5.50, 0.52, -0.31, -1.44
550, -4.03, -3.80, 4.18, 0.94, -0.61, -1.10
600, -0.79, -3.34, 5.09, 1.43, -0.33, -1.21
650, -0.27, -2.58, 6.54, 1.84, -0.31, -0.82
700, 1.55, -1.24, 10.01, 1.67, -1.38, -0.22
750, 3.86, -1.00, 3.82, 2.31, 0.72, 0.10
800, 3.43, 2.94, 15.96, 2.08, -0.90, 1.29
850, -3.90, 4.53, 18.47, 0.99, 0.47, 1.37
900, -9.71, 2.55, 11.15, 0.00, 0.23, 0.39
950, -1.92, 1.00, 10.61, -0.01, 0.08, -0.27
