Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.25, -2.36, 8.16, -0.04, 0.00, -0.07
50, -8.49, -1.56, 9.58, -0.14, -0.01, -0.15
100, -16.28, -0.00, 10.58, -0.47, -0.01, -1.38
150, -8.62, 0.05, 8.17, -0.66, 0.29, -3.23
200, 4.24, -3.59, 6.29, -0.58, -0.06, -2.40
250, -2.55, -4.13, 7.29, -0.42, -0.06, -1.36
300, -5.34, -3.92, 6.65, -0.39, -0.20, -1.62
350, -0.40, -4.93, 6.45, -0.22, -0.23, -1.70
400, -0.93, -5.31, 6.47, -0.11, -0.10, -1.46
450, -1.40, -5.35, 6.35, -0.03, -0.15, -1.28
500, 2.87, -6.03, 5.86, 0.23, -0.14, -1.31
550, 1.61, -5.89, 5.00, 0.57, 0.10, -0.68
600, -0.83, -5.57, 4.31, 1.07, 0.26, -0.60
650, 2.48, -5.18, 5.51, 1.51, 0.04, -0.41
700, 6.51, -4.25, 9.75, 1.62, 0.17, 0.22
750, 8.46, -3.75, 7.91, 1.63, 0.28, 1.45
800, -0.49, -0.59, 10.30, 1.48, 0.09, 2.42
850, -9.10, 1.08, 12.40, 1.11, -0.11, 2.00
900, -9.76, 0.75, 14.57, 0.65, -0.15, 0.46
950, -1.81, -0.32, 13.91, -0.09, 0.07, 0.04
