Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.96, -0.99, 7.37, -0.04, 0.01, 0.02
50, -4.87, -1.09, 7.48, -0.03, 0.00, 0.09
100, -5.48, -0.93, 7.54, -0.06, -0.01, 0.27
150, -6.53, -0.80, 6.74, 0.02, 0.03, 0.22
200, -5.90, -0.61, 7.74, 0.08, -0.00, 0.23
250, -6.29, -0.67, 7.21, 0.03, 0.11, 0.25
300, -10.09, -0.07, 6.34, 0.14, 0.13, 0.14
350, -10.52, 0.36, 8.40, 0.03, -0.08, -0.78
400, -7.61, -0.17, 6.70, 0.05, -0.25, -1.16
450, -6.06, -0.64, 7.68, 0.08, -0.25, -1.15
500, -7.08, -0.70, 6.85, 0.06, -0.09, -1.22
550, -5.83, -1.26, 6.52, 0.17, -0.21, -1.39
600, -5.00, -1.57, 8.22, 0.19, -0.33, -1.26
650, -5.55, -1.79, 7.47, 0.13, -0.18, -1.33
700, -4.34, -2.22, 7.65, 0.17, -0.36, -1.29
750, -5.69, -2.50, 7.01, 0.23, -0.41, -1.26
800, -4.52, -2.34, 8.34, 0.32, -0.52, -1.42
850, -1.68, -2.72, 8.74, 0.20, -0.36, -1.35
900, -2.93, -3.34, 6.73, 0.19, -0.44, -0.92
950, -4.74, -3.45, 5.37, 0.53, -0.67, -1.06
