Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.22, -2.21, 7.91, -0.02, 0.00, -0.05
50, -5.19, -2.00, 8.27, 0.02, 0.02, -0.03
100, -8.93, -1.28, 9.56, -0.22, 0.00, -0.18
150, -9.64, -1.71, 7.78, -0.24, -0.06, -1.04
200, -7.37, -1.54, 9.95, -0.42, -0.04, -1.51
250, -12.97, -0.09, 10.07, -0.73, 0.07, -2.22
300, -7.27, -0.37, 4.98, -0.77, 0.22, -3.69
350, -0.45, -1.57, 3.20, -0.07, 0.22, -3.86
400, 4.27, -3.11, 3.66, 0.44, -0.01, -3.11
450, 8.00, -5.25, 3.99, 1.01, -0.30, -1.75
500, 3.66, -4.96, 6.22, 1.55, -0.27, -0.84
550, 11.91, -4.94, 7.06, 1.41, 0.07, 0.45
600, 4.72, -2.39, 8.91, 1.89, -0.16, 2.09
650, -9.88, 0.24, 14.06, 1.22, -0.07, 1.89
700, -8.19, -0.79, 14.65, 0.51, 0.02, 0.21
750, -2.40, -1.97, 12.68, -0.11, 0.15, -0.11
800, -2.80, -2.56, 8.75, -0.20, 0.15, -0.09
850, -1.86, -2.56, 8.48, -0.05, 0.00, -0.17
900, -1.13, -2.47, 8.91, -0.04, 0.06, -0.10
950, -1.15, -2.59, 9.20, 0.01, -0.01, -0.05
