Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -9.38, -2.18, 9.54, -0.28, -0.12, -0.65
50, -9.43, -1.93, 8.39, -0.29, -0.53, -1.10
100, -4.24, -2.45, 7.72, -0.34, -0.55, -1.33
150, -5.26, -3.00, 6.54, -0.24, -0.40, -1.13
200, -7.35, -2.06, 6.13, -0.00, -0.62, -1.55
250, -3.29, -1.53, 9.05, 0.07, -0.22, -1.88
300, 0.18, -2.70, 7.82, -0.11, -0.11, -1.65
350, -2.46, -3.02, 6.53, 0.05, -0.06, -1.43
400, -1.30, -3.08, 6.04, 0.22, -0.29, -1.44
450, -0.42, -3.53, 6.81, 0.49, -0.49, -1.49
500, 4.44, -3.50, 7.45, 0.59, -0.29, -1.10
550, 2.28, -3.86, 6.87, 0.83, -0.25, -0.55
600, 7.97, -4.26, 6.37, 1.00, 0.09, 0.01
650, 2.61, -2.92, 9.16, 1.25, -0.16, 1.04
700, -0.99, -2.42, 10.97, 1.07, -0.04, 1.03
750, -5.32, -1.51, 14.62, 0.75, -0.27, 0.56
800, -1.69, -1.61, 14.64, 0.14, 0.09, 0.13
850, -0.80, -2.07, 10.86, -0.19, 0.29, 0.21
900, -2.03, -1.79, 9.25, -0.19, 0.28, 0.20
950, -2.00, -1.94, 8.01, -0.14, 0.18, 0.08
