Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -6.51, -1.10, 8.80, -0.07, -0.06, -0.05
50, -7.36, -0.77, 9.65, -0.16, 0.11, -0.34
100, -9.31, -0.37, 10.41, -0.45, -0.05, -1.14
150, -4.68, -1.48, 9.36, -0.65, 0.23, -1.45
200, -4.15, -2.22, 8.36, -0.68, 0.20, -1.44
250, -6.04, -2.14, 9.50, -0.80, 0.14, -1.49
300, -5.19, -2.71, 7.29, -0.96, 0.20, -1.83
350, -3.84, -3.83, 6.04, -0.75, -0.07, -2.04
400, -3.90, -3.72, 7.19, -0.66, -0.02, -2.06
450, -2.49, -4.63, 4.71, -0.52, 0.03, -2.32
500, -0.18, -5.66, 3.79, -0.12, -0.06, -2.20
550, 2.82, -6.28, 3.73, 0.38, -0.02, -2.00
600, 3.14, -6.41, 3.40, 0.94, 0.47, -1.32
650, 1.44, -5.49, 5.79, 1.41, 0.15, -1.01
700, 1.80, -5.06, 7.30, 1.57, -0.04, -0.81
750, 11.39, -5.63, 8.59, 1.58, 0.25, 0.13
800, 4.50, -2.16, 8.92, 1.66, 0.65, 1.97
850, -6.75, -0.36, 14.02, 1.28, 0.08, 1.44
900, -4.90, -1.13, 13.60, 0.50, 0.28, 0.70
950, -2.67, -1.93, 13.02, 0.01, 0.13, 0.13
