Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.12, 14.12, 32.14, -4.06, 0.41, -0.01
50, -2.22, 17.07, 15.36, -4.37, 0.62, -0.21
100, -2.15, 8.46, -3.03, -4.37, 0.04, -0.76
150, 5.25, -1.23, -3.79, -4.37, 0.44, -0.44
200, 0.70, -6.25, -7.24, -4.16, 0.76, 0.10
250, 0.94, -8.13, -3.36, -2.59, 0.61, 0.31
300, -1.72, -8.02, -0.95, -2.25, 0.49, 0.25
350, -2.17, -10.43, -6.50, -1.70, 0.31, 0.17
400, -2.87, -10.21, -4.10, -0.68, 0.09, 0.02
450, -2.09, -10.68, -4.19, -0.46, -0.03, -0.03
500, -0.92, -10.00, -2.38, 0.26, -0.02, 0.01
550, -1.87, -8.96, 2.66, 0.08, -0.02, -0.00
600, -0.78, -10.32, -0.96, 0.09, -0.06, -0.05
650, -0.71, -9.70, 2.48, -0.05, 0.03, 0.03
700, -1.77, -10.34, -0.99, -0.02, 0.00, 0.12
750, -2.17, -9.83, 0.25, 0.00, 0.01, 0.01
800, -1.95, -9.86, 0.20, 0.05, -0.00, -0.02
850, -1.49, -9.88, 0.68, 0.06, -0.04, -0.05
900, -0.91, -9.66, 1.09, 0.03, -0.04, -0.04
950, -1.26, -10.32, -1.55, 0.05, -0.05, 0.05
