Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -2.19, 3.04, 9.02, -0.02, -0.06, 0.00
50, -1.94, 3.47, 10.86, -0.12, -0.16, 0.03
100, -0.92, 3.42, 11.48, -0.69, -0.27, 0.24
150, -1.94, 2.58, 8.98, -0.75, -0.22, 0.27
200, -2.12, 2.52, 10.19, -0.69, -0.12, 0.26
250, -3.05, 5.62, 20.99, -1.39, -0.17, -0.01
300, -0.15, 10.76, 25.69, -4.13, 0.89, -0.21
350, -0.21, 10.98, 11.90, -4.37, 1.57, -0.75
400, 2.03, 3.18, -1.51, -4.37, 1.29, -0.52
450, -1.96, -3.41, -6.09, -4.01, 0.48, -0.11
500, -2.57, -5.37, 2.60, -2.49, -0.21, 0.09
550, -2.19, -8.16, -3.77, -2.45, -0.05, 0.28
600, -5.60, -9.87, -5.43, -1.12, -0.30, 0.42
650, -5.56, -9.80, -2.99, -0.03, 0.07, -0.15
700, -3.20, -8.81, 2.13, 0.47, -0.04, -0.07
750, -3.03, -7.86, 6.20, 0.37, -0.28, 0.01
800, -3.56, -8.28, 4.46, -0.02, -0.02, -0.06
850, -2.89, -8.37, 3.82, 0.09, -0.14, -0.04
900, -3.62, -8.35, 3.93, 0.03, -0.08, -0.05
950, -2.68, -8.56, 4.00, 0.06, -0.07, -0.05
