Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -3.85, 11.80, 32.07, -2.17, -0.47, 0.18
50, -3.10, 23.84, 33.65, -4.37, 0.74, -0.97
100, 3.75, 25.23, 8.45, -4.37, -0.07, -0.79
150, 7.47, 12.69, -9.15, -4.37, 1.36, -0.23
200, -0.99, -2.97, -20.78, -4.37, 0.76, 0.36
250, -1.13, -14.00, -28.82, -2.19, 0.47, 0.08
300, -3.60, -9.33, -2.77, 0.59, 0.07, 0.23
350, -3.30, -8.41, 3.01, -0.05, -0.01, 0.15
400, -2.16, -10.36, -2.47, 0.00, -0.05, -0.01
450, -1.67, -9.62, 0.68, 0.40, -0.09, 0.03
500, -1.82, -9.44, 2.45, 0.21, 0.00, 0.05
550, -1.42, -10.21, 0.44, 0.12, -0.13, 0.03
600, -2.33, -9.19, 3.41, 0.31, -0.07, 0.09
650, -1.93, -9.63, 2.43, 0.02, 0.02, 0.06
700, -2.39, -9.61, 1.53, 0.16, -0.03, 0.10
750, -2.59, -9.41, 1.91, 0.06, 0.00, 0.05
800, -2.19, -9.67, 1.53, 0.03, -0.11, -0.06
850, -1.41, -9.51, 2.39, 0.07, -0.08, 0.02
900, -2.15, -9.50, 2.35, 0.01, -0.03, 0.02
950, -2.44, -9.56, 2.25, 0.01, -0.01, -0.02
