Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 0.26, 2.77, 14.94, -1.73, 0.52, 0.01
50, 0.41, 3.00, 13.25, -2.42, 0.41, 0.09
100, -1.59, 2.37, 11.88, -2.91, 0.38, -0.06
150, 1.19, 0.59, 10.25, -3.12, 0.19, -0.09
200, 0.47, -0.16, 9.11, -3.47, 0.08, 0.16
250, -0.92, -2.52, 4.86, -3.44, 0.37, 0.12
300, 0.84, -5.77, 0.46, -2.77, 0.48, 0.09
350, -1.35, -7.02, 3.01, -2.05, 0.57, 0.31
400, -0.06, -8.20, 1.10, -1.60, 0.61, 0.28
450, -2.36, -7.68, 5.54, -1.38, 0.62, 0.56
500, -3.93, -8.54, 0.85, -1.46, 0.50, 0.21
550, -2.57, -9.79, -1.70, -0.77, 0.16, 0.17
600, -4.01, -9.27, 1.30, -0.30, 0.07, 0.09
650, -2.95, -9.49, 0.52, -0.05, -0.02, -0.09
700, -1.89, -9.21, 3.04, 0.16, -0.06, -0.01
750, -2.35, -8.88, 4.82, 0.04, 0.07, -0.00
800, -1.95, -9.37, 2.21, 0.04, 0.00, 0.02
850, -2.74, -8.93, 3.52, 0.15, 0.09, 0.09
900, -3.31, -9.11, 2.75, 0.06, -0.04, -0.04
950, -2.49, -9.01, 3.00, 0.14, -0.05, -0.02
