Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -1.15, 2.28, 8.74, -0.08, 0.01, -0.02
50, -0.17, 2.25, 10.04, -0.05, -0.02, 0.04
100, -1.50, 2.27, 8.97, -0.08, 0.02, -0.05
150, -0.62, 2.42, 10.09, -0.06, 0.01, -0.04
200, -0.26, 2.89, 11.67, -0.25, 0.08, 0.01
250, -0.57, 4.66, 17.14, -0.82, 0.01, 0.06
300, -3.02, 6.93, 19.19, -2.91, 0.09, -0.03
350, -2.38, 5.30, 14.14, -3.71, -0.16, -0.19
400, -0.56, 2.02, 11.43, -3.17, -0.17, -0.37
450, -2.68, 0.68, 6.22, -4.21, -0.25, -0.44
500, 2.46, -4.23, 1.70, -3.06, 0.09, -0.37
550, -0.18, -5.96, 1.14, -2.28, 0.15, -0.10
600, 0.37, -7.63, -0.74, -1.57, 0.25, -0.12
650, -0.08, -7.75, 0.89, -0.53, 0.06, 0.19
700, -1.44, -7.64, 2.34, -0.36, 0.04, 0.08
750, -1.08, -7.18, 5.11, 0.05, 0.05, 0.11
800, -1.04, -7.92, 3.57, 0.18, -0.02, -0.06
850, -0.93, -7.54, 6.63, 0.10, -0.06, 0.02
900, 0.28, -7.90, 5.93, 0.24, -0.05, -0.04
950, -0.75, -7.16, 7.67, 0.20, -0.00, 0.05
