Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 5.07, 13.70, 8.35, -4.37, 0.91, 0.81
50, -2.07, 7.08, -1.23, -4.37, 1.06, 0.41
100, -0.07, -2.66, -8.65, -4.37, 0.98, -0.02
150, 1.74, -8.58, -7.81, -3.25, 0.42, 0.18
200, 0.56, -10.26, -6.88, -1.64, 0.51, 0.40
250, -2.30, -9.40, -1.30, -0.87, 0.17, 0.51
300, -3.48, -10.62, -3.04, -0.46, -0.07, 0.22
350, -1.66, -10.11, -0.66, 0.24, -0.14, -0.04
400, -1.09, -9.57, 2.39, 0.23, -0.07, -0.05
450, -0.78, -9.42, 3.63, 0.18, -0.11, -0.03
500, -0.30, -9.73, 2.45, 0.18, -0.06, 0.03
550, -1.22, -9.75, 3.02, 0.08, -0.01, 0.09
600, -2.50, -9.55, 1.35, 0.46, -0.08, -0.05
650, -0.90, -8.55, 6.28, 0.20, -0.11, -0.14
700, -0.18, -9.47, 4.03, -0.20, -0.08, -0.12
750, 0.94, -9.58, 3.48, -0.12, 0.01, 0.06
800, -2.19, -9.64, 2.49, -0.23, 0.11, 0.11
850, -1.36, -9.58, 2.29, -0.02, -0.04, -0.01
900, -0.77, -9.51, 2.04, 0.04, -0.04, -0.04
950, -1.24, -9.47, 2.94, 0.00, 0.02, 0.01
