Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.78, 2.51, 10.18, 0.04, -0.17, -0.04
50, 0.08, 2.42, 9.99, -0.04, -0.10, -0.05
100, -0.05, 2.27, 9.10, -0.02, -0.05, -0.03
150, -0.12, 2.55, 10.15, -0.04, 0.03, 0.01
200, -0.64, 2.49, 10.18, -0.09, -0.00, -0.01
250, -0.08, 2.46, 10.55, -0.17, -0.01, -0.02
300, 0.04, 1.97, 11.07, -0.31, 0.12, -0.02
350, -0.83, 2.66, 12.29, -0.44, 0.05, 0.05
400, -1.70, 2.78, 12.62, -0.63, 0.03, -0.07
450, 0.99, 2.04, 11.30, -0.79, 0.05, -0.14
500, 0.44, 1.92, 10.45, -0.95, 0.13, -0.01
550, 0.40, 1.53, 9.63, -1.05, 0.10, 0.02
600, -0.04, 0.17, 7.16, -0.91, 0.04, 0.08
650, -0.99, -0.33, 7.53, -0.71, 0.00, 0.09
700, -0.44, -0.81, 8.56, -0.60, -0.06, 0.08
750, -1.57, -1.03, 8.48, -0.48, 0.02, 0.09
800, -1.36, -1.04, 8.94, -0.46, 0.01, -0.03
850, -0.66, -1.01, 9.40, -0.40, -0.03, -0.12
900, 0.42, -1.43, 8.77, -0.45, 0.03, -0.13
950, 0.43, -1.98, 7.67, -0.40, 0.02, 0.05
