Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.56, 2.76, 10.84, -0.33, -0.03, -0.04
50, -0.36, 3.59, 14.35, -0.75, -0.17, 0.00
100, 0.06, 6.12, 20.59, -2.12, -0.13, 0.13
150, 0.73, 5.64, 14.35, -3.57, -0.03, 0.21
200, 1.67, 7.72, 19.20, -4.37, 0.09, 0.49
250, 2.06, 6.46, 9.59, -4.37, 1.06, 0.28
300, -0.40, 1.69, 1.59, -4.37, 1.10, 0.52
350, -3.49, -2.94, -1.13, -4.28, 1.16, 0.01
400, -1.23, -5.05, -0.71, -3.86, 0.73, -0.11
450, -1.89, -7.53, -5.45, -3.11, 0.62, -0.16
500, -1.61, -9.05, -6.85, -2.08, 0.37, -0.16
550, -2.02, -9.51, -5.70, -1.37, 0.19, 0.02
600, -2.80, -9.98, -7.21, -0.75, -0.01, 0.03
650, -1.95, -9.50, -4.54, -0.23, -0.13, -0.09
700, -1.75, -9.35, -2.84, 0.23, 0.06, -0.04
750, -0.85, -10.09, -2.63, 0.33, -0.10, 0.01
800, -1.99, -9.40, 1.45, 0.30, -0.03, 0.09
850, -2.44, -9.87, -0.30, 0.11, -0.07, 0.02
900, -1.97, -9.93, -0.86, 0.16, -0.06, 0.04
950, -2.25, -9.91, -0.34, 0.04, -0.06, 0.02
