Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -3.32, 2.64, 9.08, 0.08, -0.15, 0.02
50, -3.03, 2.41, 8.72, -0.02, -0.19, 0.07
100, -3.49, 2.79, 9.63, -0.01, -0.15, 0.01
150, -3.08, 2.47, 8.64, -0.07, -0.17, 0.02
200, -3.62, 2.72, 9.69, -0.18, -0.02, -0.01
250, -3.12, 4.35, 14.48, -0.42, -0.01, -0.07
300, -5.10, 11.16, 28.63, -2.37, -0.13, -0.06
350, -13.10, 15.62, 20.19, -4.37, 0.87, -1.41
400, 0.78, 12.39, 6.57, -4.37, 0.34, -2.63
450, 6.27, 0.97, -7.01, -4.37, 0.70, -1.88
500, 4.52, -8.12, -9.97, -3.41, 0.72, -0.90
550, 2.50, -12.39, -11.98, -1.32, 0.23, 0.12
600, -4.41, -9.14, 2.81, 0.20, 0.14, 0.54
650, -5.23, -8.58, 2.01, -0.09, -0.02, 0.13
700, -2.83, -8.69, 2.91, 0.38, -0.07, -0.00
750, -3.24, -7.88, 5.18, 0.34, -0.08, 0.10
800, -3.47, -7.87, 5.51, 0.25, -0.02, -0.00
850, -2.36, -8.21, 4.54, 0.17, -0.03, 0.06
900, -3.58, -7.86, 5.37, 0.23, 0.02, 0.14
950, -3.31, -8.03, 4.27, 0.23, -0.01, 0.04
