Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -3.43, 8.72, 20.64, -3.28, 0.25, -0.58
50, 2.73, 10.61, 19.77, -4.37, 0.38, -0.70
100, -0.44, 9.56, 8.49, -4.37, 0.46, -0.31
150, 1.89, 4.87, 2.05, -4.37, 0.77, -0.52
200, 1.71, -2.34, -4.02, -4.37, 0.40, 0.06
250, -0.70, -7.30, -7.82, -3.87, 0.80, 0.18
300, -1.80, -11.70, -12.33, -1.82, 0.28, 0.56
350, -6.79, -9.56, -2.33, -0.10, -0.04, 0.31
400, -2.92, -9.49, -0.08, -0.07, -0.18, -0.12
450, -2.10, -9.39, 1.34, 0.14, -0.06, -0.05
500, -2.03, -9.25, 2.06, 0.15, -0.05, 0.07
550, -2.04, -9.51, 0.75, 0.23, -0.09, 0.06
600, -2.95, -9.16, 3.20, 0.26, -0.10, 0.11
650, -3.44, -8.92, 4.28, 0.11, -0.10, -0.01
700, -1.82, -9.63, 1.83, 0.12, -0.09, -0.10
750, -2.25, -8.98, 4.05, 0.19, -0.01, 0.05
800, -2.74, -9.33, 2.20, 0.01, -0.05, 0.07
850, -2.36, -8.89, 3.64, 0.17, -0.04, -0.01
900, -2.82, -9.27, 2.79, 0.01, -0.01, -0.01
950, -2.96, -9.50, 2.02, 0.17, -0.03, -0.04
