Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.75, 13.63, 27.25, -4.28, 0.12, -0.15
50, 6.58, 15.28, 18.22, -4.37, 0.33, -0.49
100, 1.97, 13.04, 4.68, -4.37, 0.92, 0.54
150, -1.13, 5.88, -2.02, -4.37, 1.49, -0.08
200, -0.68, -2.34, -10.21, -4.37, 0.90, -0.16
250, -1.50, -11.45, -18.00, -2.98, 0.78, -0.15
300, -3.16, -10.18, -5.78, -0.75, 0.18, 0.02
350, -3.42, -9.40, -2.82, -0.47, -0.01, -0.04
400, -2.74, -9.82, -2.04, -0.23, -0.04, -0.20
450, -0.77, -9.51, -0.38, 0.17, -0.03, -0.13
500, -1.54, -9.84, -0.33, 0.18, -0.02, 0.02
550, -1.53, -9.79, 1.25, 0.29, -0.04, 0.08
600, -2.32, -9.65, 2.69, -0.01, -0.05, 0.03
650, -2.38, -10.03, -0.14, 0.22, -0.06, 0.12
700, -3.33, -9.30, 2.94, -0.02, -0.03, 0.02
750, -2.82, -9.67, 1.58, -0.06, -0.09, -0.16
800, -0.07, -10.39, -1.57, 0.28, -0.09, -0.01
850, -2.29, -8.86, 3.88, 0.09, 0.02, 0.13
900, -3.01, -9.89, 0.93, 0.01, -0.06, 0.06
950, -1.98, -9.49, 2.78, 0.02, 0.02, -0.04
