Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.73, 2.66, 10.77, -0.23, -0.01, -0.07
50, -1.27, 2.59, 10.56, -0.46, -0.00, -0.06
100, -0.13, 3.97, 15.83, -0.88, 0.08, 0.01
150, -0.59, 6.41, 20.49, -2.38, 0.47, -0.02
200, -4.08, 13.21, 25.59, -4.37, 0.38, 0.06
250, -3.58, 15.21, 15.80, -4.37, 0.54, -1.10
300, 2.86, 12.46, 1.96, -4.37, 0.63, -1.11
350, 3.63, 0.27, -12.11, -4.37, 0.75, -0.63
400, 3.39, -11.22, -22.88, -3.95, 0.51, -0.05
450, -2.67, -11.67, -13.92, -0.40, 0.18, 0.49
500, -3.59, -8.60, 0.43, -0.06, -0.22, 0.11
550, -2.15, -9.87, -2.34, -0.06, -0.06, 0.04
600, -1.26, -9.80, -0.46, 0.26, -0.09, 0.03
650, -1.23, -9.55, 1.66, 0.22, -0.05, 0.08
700, -1.97, -9.77, 0.91, 0.12, -0.06, 0.08
750, -2.07, -9.86, 1.00, 0.06, -0.07, 0.07
800, -1.93, -9.98, 0.51, 0.23, -0.10, 0.12
850, -2.97, -9.48, 1.83, 0.17, -0.06, 0.05
900, -2.17, -9.90, 0.44, 0.16, -0.10, -0.01
950, -1.50, -9.51, 1.70, 0.16, -0.10, -0.04
