Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 1.07, 3.23, 14.96, -0.45, 0.18, -0.01
50, 0.08, 5.50, 22.62, -2.05, 0.26, 0.13
100, -0.34, 5.22, 14.08, -3.45, 0.60, -0.20
150, 0.89, 3.19, 9.37, -3.86, 0.21, 0.04
200, -0.83, 1.64, 9.11, -3.88, 0.30, -0.07
250, 0.58, -1.55, 4.71, -3.69, 0.53, -0.10
300, -0.40, -4.81, -0.03, -3.16, 0.69, -0.08
350, -0.74, -5.84, 5.24, -2.45, 0.59, 0.08
400, -1.44, -6.82, 2.99, -2.47, 0.56, -0.04
450, -1.68, -8.22, 1.13, -2.06, 1.01, -0.18
500, -3.65, -8.11, 2.35, -1.93, 0.88, -0.37
550, -1.45, -9.47, -3.49, -1.75, 0.46, -0.64
600, 1.44, -11.19, -6.15, -0.62, 0.06, -0.30
650, 0.43, -10.28, -0.67, 0.16, 0.12, 0.19
700, -1.40, -9.87, 1.13, 0.30, -0.08, 0.27
750, -2.55, -9.20, 4.06, 0.24, 0.05, 0.22
800, -2.13, -9.75, 0.85, -0.02, -0.05, 0.04
850, -1.45, -9.79, 1.29, 0.22, -0.05, 0.04
900, -1.93, -9.48, 3.02, 0.09, -0.01, 0.03
950, -1.42, -9.69, 2.02, 0.05, -0.03, 0.04
