Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 1.90, 7.12, 20.26, -2.66, 0.79, 0.45
50, 4.68, 11.66, 24.19, -4.37, 0.62, 0.59
100, -1.44, 13.35, 12.33, -4.37, 0.88, 0.91
150, -1.73, 6.08, -1.13, -4.37, 0.98, -0.16
200, 0.57, -2.09, -6.11, -4.37, 0.56, -0.02
250, -0.92, -9.05, -12.54, -3.47, 0.73, 0.01
300, -1.45, -11.28, -10.24, -1.30, 0.29, 0.23
350, -2.55, -9.84, -2.75, -0.11, 0.03, 0.19
400, -2.66, -9.21, 1.62, 0.05, -0.01, 0.09
450, -2.23, -9.94, -0.13, 0.18, -0.11, -0.14
500, -0.60, -9.52, 3.41, 0.28, -0.07, -0.00
550, -1.99, -9.04, 4.58, 0.12, 0.04, -0.02
600, -1.43, -10.05, 1.58, 0.03, -0.06, -0.03
650, -1.76, -9.02, 4.07, 0.18, 0.03, -0.01
700, -1.88, -9.39, 2.79, -0.15, -0.02, -0.04
750, -1.32, -9.67, 2.10, -0.00, -0.00, -0.03
800, -1.39, -9.23, 2.80, 0.06, -0.00, -0.00
850, -1.74, -9.68, 2.04, -0.04, -0.03, 0.03
900, -1.02, -9.56, 2.85, 0.07, -0.04, 0.01
950, -1.75, -9.17, 4.12, -0.08, 0.02, 0.06
