Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -2.74, 2.49, 9.17, 0.07, -0.16, 0.06
50, -2.66, 1.34, 7.05, 0.56, -0.53, 0.18
100, -3.88, 3.00, 15.52, 0.23, -0.80, 0.26
150, -1.10, 8.51, 27.48, -0.50, -0.44, 0.40
200, -14.16, 22.85, 40.34, -4.37, 1.10, -1.23
250, 1.21, 25.30, 5.10, -4.37, 1.01, -3.01
300, 7.44, -0.42, -28.03, -4.37, -0.15, -1.82
350, 4.90, -9.30, -11.45, -1.42, -0.44, -0.68
400, 1.60, -8.99, -3.30, -0.65, 0.18, 0.07
450, -1.92, -7.10, 2.01, 0.72, -0.09, 0.39
500, -1.78, -5.68, 8.77, 0.66, -0.09, 0.19
550, -3.58, -6.42, 6.73, 0.29, 0.05, -0.09
600, 0.20, -7.31, 6.68, 0.28, -0.02, 0.04
650, -2.07, -7.49, 4.97, 0.33, -0.01, 0.06
700, -1.10, -6.62, 6.77, 0.67, -0.10, 0.15
750, -1.81, -6.29, 7.67, 0.42, 0.11, 0.15
800, -0.39, -6.62, 3.92, 0.86, 0.07, 0.16
850, -0.48, -5.93, 5.94, 0.97, 0.11, 0.37
900, -1.78, -5.93, 0.02, 1.67, 0.36, 0.59
950, -2.37, -3.45, 5.53, 2.35, 0.03, 0.69
