Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -1.01, -6.14, 10.59, -0.32, 0.04, -0.03
50, -0.77, -6.27, 9.84, -0.44, 0.19, -0.05
100, -0.25, -6.02, 10.06, -0.64, 0.23, -0.07
150, 0.24, -6.85, 6.52, -0.85, 0.25, -0.03
200, -2.39, -0.58, 23.58, -1.74, 0.19, -0.09
250, -2.27, 5.01, 19.96, -4.37, 0.96, -0.47
300, 3.83, 4.03, 4.39, -4.37, 1.08, -0.41
350, 5.07, -4.14, -19.12, -4.37, 0.97, -0.20
400, -0.44, -9.98, -22.12, -2.39, 0.41, 0.40
450, -5.03, -6.67, -7.02, -1.21, -0.25, -0.06
500, -0.49, -8.62, -7.46, -0.94, -0.04, -0.22
550, 1.07, -9.69, -8.58, -0.42, -0.09, -0.04
600, -1.92, -8.44, -5.43, -0.20, 0.05, -0.04
650, 0.30, -9.28, -6.83, -0.03, -0.05, -0.08
700, -0.92, -8.66, -3.68, -0.03, -0.04, -0.04
750, 0.40, -9.49, -5.36, -0.03, -0.02, 0.06
800, -1.39, -8.99, -4.41, -0.06, -0.01, 0.06
850, -0.58, -9.13, -5.68, -0.03, -0.03, 0.08
900, -1.61, -8.97, -4.69, 0.09, 0.01, 0.05
950, -1.11, -9.12, -3.87, -0.01, -0.02, -0.05
