Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 2.71, 19.84, 11.38, -4.37, 1.94, -1.24
50, 3.19, 10.14, -10.68, -4.37, 1.32, -1.56
100, 6.71, -3.68, -24.78, -4.37, 1.03, -1.06
150, 5.74, -14.42, -32.82, -0.76, -0.03, 0.31
200, -0.16, -9.63, -6.64, 2.59, -0.50, 1.24
250, -5.48, -6.05, 12.86, 1.88, -0.05, 1.13
300, -9.14, -7.42, 9.30, 0.15, 0.17, 0.29
350, -3.45, -8.80, 1.71, -0.36, -0.20, -0.42
400, -0.19, -10.07, -0.83, 0.14, -0.10, -0.04
450, -2.67, -8.98, 4.42, 0.28, 0.04, 0.12
500, -3.41, -9.07, 3.44, 0.01, 0.01, 0.01
550, -2.61, -9.22, 2.15, -0.06, 0.01, -0.00
600, -2.98, -9.28, 2.10, 0.07, 0.01, -0.01
650, -3.71, -8.87, 4.57, 0.05, 0.01, -0.05
700, -2.41, -9.23, 2.43, -0.12, -0.02, -0.10
750, -1.94, -9.47, 1.57, 0.07, -0.00, 0.03
800, -3.52, -8.98, 3.05, 0.06, 0.01, 0.03
850, -3.16, -9.07, 2.92, -0.08, -0.03, -0.07
900, -2.04, -9.47, 1.23, 0.05, 0.04, -0.01
950, -3.65, -9.10, 2.54, 0.15, -0.01, -0.04
