Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -2.05, 1.24, 8.79, 0.02, -0.09, -0.01
50, 0.14, 1.13, 9.27, 0.09, 0.02, -0.01
100, -1.81, 1.05, 8.08, 0.20, -0.00, 0.09
150, -1.29, 1.50, 8.84, 0.23, -0.05, 0.01
200, -0.77, 1.80, 8.89, 0.31, -0.10, -0.04
250, 0.28, 2.20, 11.37, 0.35, -0.03, 0.06
300, -0.65, 2.05, 10.24, 0.24, 0.02, 0.19
350, 0.37, 1.52, 8.19, 0.35, 0.38, 0.21
400, -1.35, 2.17, 7.10, 0.84, 0.00, 0.37
450, -0.98, 4.65, 15.47, 0.92, 0.11, 0.37
500, 1.34, 10.49, 32.02, -0.59, -0.19, 0.35
550, -17.40, 22.49, 36.73, -4.37, 0.41, -0.37
600, 2.99, 28.18, 8.72, -4.37, 1.63, -3.84
650, 11.38, 7.76, -14.79, -4.37, -0.70, -1.88
700, 4.66, -7.08, -19.75, -4.17, 0.19, -0.30
750, 4.68, -11.20, -17.56, -0.45, 0.01, 0.45
800, -1.62, -8.41, 1.70, 1.33, 0.39, 0.81
850, -5.16, -6.84, 8.22, 0.78, 0.12, 0.56
900, -4.04, -7.76, 8.44, 0.12, -0.11, -0.21
950, 0.06, -8.58, 4.34, 0.19, -0.17, -0.06
