Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 0.17, 1.55, 9.88, -0.09, 0.04, 0.02
50, -0.34, 1.77, 10.06, -0.14, 0.05, 0.01
100, 0.44, 2.84, 14.69, -0.45, 0.03, 0.08
150, -0.11, 3.83, 18.30, -1.59, 0.29, 0.10
200, 0.17, 3.34, 12.91, -2.59, 0.40, 0.12
250, -1.00, 3.24, 13.72, -3.14, 0.20, 0.14
300, -1.06, 1.79, 9.72, -3.77, 0.38, -0.09
350, 0.95, -1.80, 3.68, -3.36, 0.48, -0.15
400, -1.41, -3.17, 6.13, -2.96, 0.51, 0.18
450, -2.30, -4.66, 4.63, -2.74, 0.52, -0.31
500, -0.16, -5.65, 5.13, -2.68, 0.46, -0.16
550, -0.70, -6.95, 2.49, -2.57, 0.59, -0.12
600, -0.93, -8.54, -0.79, -2.26, 0.59, -0.10
650, -1.59, -9.88, -3.68, -1.55, 0.32, 0.00
700, -2.07, -10.42, -3.39, -0.57, 0.14, 0.07
750, -3.06, -9.47, 1.57, -0.19, 0.06, -0.00
800, -1.42, -9.91, 0.91, -0.06, -0.02, -0.09
850, -1.35, -9.48, 2.77, -0.14, 0.01, -0.01
900, -1.04, -9.92, 1.07, -0.12, 0.00, 0.04
950, -2.38, -9.55, 1.80, -0.05, 0.05, 0.10
